,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,Franchise,SBA_proportion,Default
1857,57,1,1,0,0,1,1,1,25000,0,33.300000000000004,1
1858,55,1,1,0,1,1,0,1,19000,0,33.300000000000004,1
1859,84,4,2,4,8,1,0,1,108814,0,33.300000000000004,0
1860,20,2,1,0,2,1,0,1,30000,0,33.300000000000004,1
1861,84,1,1,0,1,2,0,1,25000,0,33.300000000000004,0
1862,36,1,2,0,1,1,0,1,54761,0,33.300000000000004,1
1863,47,4,1,0,4,1,0,1,86500,0,33.300000000000004,1
1864,67,4,1,0,4,1,1,1,57000,0,33.300000000000004,1
1865,55,9,1,0,9,1,1,1,35000,0,33.300000000000004,1
1866,64,1,1,3,4,2,0,1,31661,0,33.300000000000004,1
1867,65,3,1,0,3,2,0,1,50507,0,33.300000000000004,1
1868,63,4,1,0,4,1,1,1,40000,0,33.300000000000004,1
1869,50,1,1,0,1,1,0,1,57376,0,33.300000000000004,1
1870,40,2,1,1,2,1,1,1,15000,0,45.9,1
1871,8,1,2,0,1,1,1,1,5000,0,33.300000000000004,1
1872,84,3,1,0,3,2,0,1,321060,0,33.300000000000004,0
1873,70,9,1,2,9,1,0,1,101452,0,33.300000000000004,1
1874,47,4,1,0,4,2,0,1,53017,0,33.300000000000004,1
1875,84,1,1,0,1,2,0,1,30162,0,33.300000000000004,0
1876,24,2,1,0,2,1,0,1,40015,0,33.300000000000004,1
1877,84,6,1,0,6,1,0,1,82005,0,33.300000000000004,0
1878,42,1,1,0,1,2,0,1,67989,0,33.300000000000004,1
1879,84,1,2,4,1,1,1,1,10000,0,45.9,0
1880,12,1,2,0,1,1,0,1,64232,0,33.300000000000004,1
1881,58,6,2,0,6,1,1,1,259000,0,42.9,1
1882,84,1,1,1,2,1,0,1,75245,0,33.300000000000004,0
1883,240,10,1,5,5,0,1,1,166000,0,50.0,0
1884,36,4,1,0,4,2,0,1,56366,0,33.300000000000004,1
1885,35,1,1,0,1,1,0,1,43964,0,33.300000000000004,0
1886,12,7,1,2,9,2,0,1,50000,0,33.300000000000004,0
1887,84,2,1,2,4,1,0,1,234354,0,33.300000000000004,0
1888,65,3,1,0,3,1,0,1,50000,0,33.300000000000004,1
1889,22,8,1,1,8,1,1,1,100000,0,33.300000000000004,1
1890,84,2,1,2,2,1,0,1,18000,0,33.300000000000004,0
1891,24,6,1,0,6,1,0,1,48994,0,33.300000000000004,1
1892,40,5,1,1,0,2,1,1,100000,0,33.300000000000004,1
1893,84,5,1,0,5,1,0,1,15000,0,33.300000000000004,0
1894,45,3,1,2,3,1,0,1,52500,0,33.300000000000004,1
1895,41,1,1,2,1,2,0,1,118424,0,33.300000000000004,1
1896,84,3,1,0,3,1,1,1,50000,0,33.300000000000004,0
1897,65,5,1,0,5,1,1,1,170000,0,33.300000000000004,1
1898,84,1,2,0,1,1,0,1,6750,0,33.300000000000004,0
1899,51,7,1,1,8,1,0,1,16140,0,33.300000000000004,1
1900,84,1,1,0,1,1,0,1,117504,0,33.300000000000004,0
1901,52,1,1,0,1,2,0,1,46775,0,33.300000000000004,1
1902,84,6,1,0,6,1,0,1,142264,0,33.300000000000004,0
1903,84,13,2,0,13,1,1,1,100000,0,33.300000000000004,0
1904,84,5,1,0,5,1,0,1,50144,0,33.300000000000004,0
1905,24,2,1,0,2,1,0,1,70038,0,33.300000000000004,0
1906,4,1,1,0,1,1,0,1,52207,0,33.300000000000004,1
1907,84,2,1,0,2,1,0,1,173652,0,33.300000000000004,0
1908,56,1,1,0,1,1,1,1,15000,0,33.300000000000004,1
1909,58,1,1,1,1,1,1,1,10000,0,45.9,1
1910,84,2,2,0,2,1,0,1,67401,0,33.300000000000004,0
1911,84,1,1,0,1,1,0,1,37000,0,33.300000000000004,0
1912,39,15,1,0,15,1,1,1,50000,0,33.300000000000004,1
1913,84,7,2,0,7,1,1,1,25000,0,33.300000000000004,0
1914,84,2,1,0,2,1,0,1,283042,0,33.300000000000004,0
1915,67,4,1,0,4,2,0,1,116355,0,33.300000000000004,1
1916,84,1,1,0,1,1,0,1,94410,0,33.300000000000004,0
1917,66,1,1,1,1,1,0,1,72952,0,33.300000000000004,1
1918,84,6,1,0,6,1,1,1,50000,0,33.300000000000004,0
1919,84,0,2,1,0,1,1,1,35000,0,45.9,0
1920,84,2,1,0,2,1,1,1,50000,0,33.300000000000004,0
1921,71,2,1,0,2,2,0,1,60613,0,33.300000000000004,1
1922,61,1,1,0,1,1,0,1,83525,0,33.300000000000004,1
1923,204,7,1,0,0,0,1,1,395000,0,42.9,0
1924,84,4,1,0,4,1,0,1,22000,0,33.300000000000004,0
1925,66,15,1,5,15,1,0,1,100739,0,33.300000000000004,1
1926,84,4,1,0,4,1,0,1,7500,0,33.300000000000004,0
1927,84,1,1,0,1,1,0,1,83000,0,33.300000000000004,0
1928,84,3,1,0,3,1,0,1,27000,0,33.300000000000004,0
1929,84,2,1,1,3,1,0,1,42040,0,33.300000000000004,0
1930,84,2,2,0,2,2,0,1,53959,0,33.300000000000004,0
1931,84,1,1,0,1,1,0,1,17000,0,33.300000000000004,0
1932,46,10,1,2,10,2,0,1,216066,0,33.300000000000004,1
1933,62,3,1,0,3,1,1,1,25000,0,33.300000000000004,1
1934,38,3,1,0,3,1,0,1,55050,0,33.300000000000004,1
1935,84,2,2,0,2,1,1,1,25000,0,33.300000000000004,0
1936,40,2,1,2,2,1,0,1,74975,0,33.300000000000004,1
1937,58,2,1,0,2,2,0,1,195300,0,33.300000000000004,0
1938,84,2,1,0,2,1,0,1,57344,0,33.300000000000004,0
1939,84,1,1,0,1,1,0,1,30150,0,33.300000000000004,0
1940,41,4,1,2,4,2,0,1,165660,0,33.300000000000004,1
1941,84,30,1,0,30,2,0,1,30000,0,33.300000000000004,0
1942,84,1,2,0,1,1,0,1,119270,0,33.300000000000004,0
1943,35,1,1,0,1,2,0,1,58225,0,33.300000000000004,1
1944,67,1,1,0,1,1,0,1,22000,0,33.300000000000004,1
1945,40,1,1,0,1,1,0,1,12350,0,33.300000000000004,1
1946,84,6,1,0,6,1,0,1,25000,0,33.300000000000004,0
1947,66,5,1,0,5,1,0,1,21786,0,33.300000000000004,1
1948,57,4,2,0,4,1,0,1,11000,0,33.300000000000004,1
1949,39,10,1,0,10,2,0,1,42069,0,33.300000000000004,1
1950,68,10,1,0,10,2,0,1,31635,0,33.300000000000004,1
1951,66,8,1,0,8,1,0,1,31000,0,33.300000000000004,1
1952,62,4,1,0,4,1,1,1,20000,0,45.9,1
1953,25,2,1,2,4,1,0,1,20583,0,33.300000000000004,1
1954,24,2,1,0,2,1,0,1,80000,0,33.300000000000004,0
1955,84,2,1,0,2,1,0,1,15860,0,33.300000000000004,0
1956,20,4,1,2,6,1,0,1,246996,0,33.300000000000004,1
1957,46,6,1,3,9,1,0,1,199313,0,33.300000000000004,1
1958,39,1,1,0,1,1,0,1,65169,1,33.300000000000004,1
1959,132,24,1,0,24,1,0,1,100000,0,33.300000000000004,0
1960,84,1,1,0,1,1,0,1,48500,0,33.300000000000004,0
1961,84,2,1,0,2,1,0,1,60415,0,33.300000000000004,0
1962,84,2,1,0,2,2,0,1,141809,0,33.300000000000004,0
1963,84,2,1,1,3,1,0,1,55000,0,33.300000000000004,0
1964,240,27,1,3,0,0,1,1,317000,0,50.0,0
1965,116,1,2,0,1,1,1,1,25000,0,45.9,1
1966,70,2,1,0,2,1,0,1,10000,0,33.300000000000004,1
1967,120,55,1,24,79,1,1,1,750000,0,42.9,0
1968,84,5,1,1,5,1,0,1,90000,0,33.300000000000004,0
1969,25,2,1,3,2,2,0,1,153412,0,33.300000000000004,1
1970,64,1,1,1,1,1,1,1,15000,0,45.9,1
1971,64,3,1,4,3,1,0,1,39935,0,33.300000000000004,1
1972,84,1,1,2,1,2,0,1,93787,0,33.300000000000004,0
1973,84,1,1,1,2,1,0,1,87070,0,33.300000000000004,0
1974,84,4,1,0,4,1,0,1,87620,0,33.300000000000004,0
1975,37,1,2,2,3,1,0,1,110656,0,33.300000000000004,1
1976,84,0,2,6,0,1,1,1,10000,0,45.9,0
1977,61,1,1,0,1,1,0,1,52000,0,33.300000000000004,1
1978,84,2,1,0,2,1,0,1,17746,0,33.300000000000004,0
1979,60,10,1,2,10,1,0,1,57162,0,33.300000000000004,1
1980,40,1,1,0,1,1,0,1,123703,0,33.300000000000004,1
1981,84,1,1,0,1,1,0,1,46946,0,33.300000000000004,0
1982,84,1,1,0,1,1,0,1,68864,0,33.300000000000004,0
1983,84,6,1,0,6,1,0,1,20000,0,33.300000000000004,0
1984,84,5,1,1,6,2,0,1,55839,0,33.300000000000004,0
1985,84,2,1,0,2,1,0,1,35563,0,33.300000000000004,0
1986,68,2,2,2,2,1,1,1,10000,0,45.9,1
1987,60,5,1,0,5,1,0,1,67926,0,33.300000000000004,0
1988,74,1,1,1,1,2,0,1,32411,0,33.300000000000004,1
1989,84,2,1,6,8,1,0,1,21908,0,33.300000000000004,0
1990,67,5,1,1,5,1,0,1,50000,0,33.300000000000004,1
1991,84,8,1,0,8,1,0,1,90000,0,33.300000000000004,0
1992,60,1,2,0,1,1,1,1,15000,0,33.300000000000004,1
1993,84,1,1,1,2,1,0,1,36918,0,33.300000000000004,0
1994,51,2,1,1,2,1,0,1,130499,0,33.300000000000004,1
1995,53,5,1,1,5,1,1,1,35000,0,33.300000000000004,1
1996,52,2,1,0,2,1,0,1,63978,0,33.300000000000004,1
1997,58,2,1,0,2,1,0,1,77500,0,33.300000000000004,1
1998,15,2,2,30,32,1,0,1,30388,0,33.300000000000004,1
1999,40,1,1,1,2,2,0,1,63893,0,33.300000000000004,1
2000,51,2,1,1,3,1,0,1,55060,0,33.300000000000004,1
2001,65,1,1,0,1,1,1,1,21850,0,33.300000000000004,1
2002,84,5,1,8,13,1,0,1,22847,0,33.300000000000004,0
2003,84,3,1,0,3,1,0,1,171590,0,33.300000000000004,0
2004,84,1,1,0,1,1,0,1,25025,0,33.300000000000004,0
2005,84,5,1,0,5,1,0,1,27000,0,33.300000000000004,0
2006,12,4,2,10,4,1,0,1,250000,0,42.9,1
2007,8,1,2,0,1,1,0,1,79903,0,33.300000000000004,1
2008,36,1,1,0,1,2,0,1,20732,0,33.300000000000004,0
2009,84,1,2,0,1,1,0,1,11200,0,33.300000000000004,0
2010,63,3,1,3,3,1,1,1,15000,0,45.9,1
2011,84,3,1,2,5,1,0,1,50000,0,33.300000000000004,0
2012,84,9,1,1,9,1,1,1,74000,0,33.300000000000004,0
2013,25,4,1,0,4,1,0,1,115718,0,33.300000000000004,1
2014,47,1,1,0,1,1,0,1,59885,0,33.300000000000004,1
2015,34,8,1,0,8,1,0,1,131520,0,33.300000000000004,1
2016,53,1,1,1,2,1,0,1,72241,0,33.300000000000004,1
2017,50,2,1,2,4,1,0,1,76464,0,33.300000000000004,1
2018,74,2,1,2,2,1,1,1,20000,0,45.9,1
2019,84,7,1,0,7,1,1,1,20000,0,45.9,0
2020,42,0,2,0,0,1,1,1,20000,0,45.9,0
2021,17,5,1,1,5,1,0,1,75159,0,33.300000000000004,1
2022,84,6,1,7,6,1,0,1,106810,0,33.300000000000004,0
2023,56,1,1,0,1,1,0,1,79175,0,33.300000000000004,1
2024,17,1,1,0,1,1,0,1,50476,0,33.300000000000004,1
2025,41,1,1,1,2,1,1,1,100000,0,33.300000000000004,1
2026,1,5,1,0,5,1,0,1,32078,0,33.300000000000004,1
2027,84,2,2,0,2,1,1,1,17000,0,33.300000000000004,0
2028,67,3,2,0,3,1,0,1,25000,0,45.9,1
2029,84,6,1,0,6,1,1,1,100000,0,33.300000000000004,0
2030,84,4,1,1,4,1,1,1,100000,0,33.300000000000004,0
2031,32,1,2,2,1,1,0,1,16611,0,33.300000000000004,1
2032,40,4,1,2,4,1,0,1,81950,0,33.300000000000004,1
2033,240,13,1,8,0,0,1,1,514000,0,50.0,0
2034,12,4,1,0,0,0,1,1,75000,0,44.4,0
2035,72,1,2,0,1,1,0,1,71095,0,33.300000000000004,1
2036,84,1,1,0,0,1,1,1,5000,0,45.9,0
2037,33,4,1,2,1,1,1,1,15000,0,45.9,1
2038,84,2,1,1,3,1,0,1,86256,0,33.300000000000004,0
2039,61,1,1,0,1,1,0,1,56250,0,33.300000000000004,1
2040,84,1,1,0,1,1,1,1,50000,0,45.9,0
2041,84,2,1,1,2,2,0,1,48332,0,33.300000000000004,0
2042,71,1,1,2,3,1,0,1,20963,0,33.300000000000004,1
2043,45,20,1,0,20,1,0,1,53697,0,33.300000000000004,1
2044,60,25,1,0,25,1,0,1,595667,0,33.300000000000004,1
2045,13,1,1,0,1,1,1,1,35000,0,33.300000000000004,1
2046,84,1,1,0,1,1,0,1,15236,0,33.300000000000004,0
2047,84,2,1,0,2,2,0,1,36709,0,33.300000000000004,0
2048,60,6,1,0,6,1,1,1,129249,0,33.300000000000004,1
2049,11,5,1,10,15,1,0,1,40000,0,33.300000000000004,1
2050,59,5,1,10,15,1,0,1,28061,0,33.300000000000004,1
2051,6,4,1,3,7,1,0,1,85913,0,33.300000000000004,1
2052,105,3,2,11,3,1,1,1,260000,0,42.9,0
2053,23,6,1,0,6,1,0,1,23066,0,33.300000000000004,1
2054,58,9,1,0,9,1,1,1,87200,0,33.300000000000004,1
2055,47,6,1,0,6,1,0,1,141700,0,33.300000000000004,1
2056,4,1,1,1,2,1,0,1,25000,0,33.300000000000004,1
2057,40,1,1,1,2,1,0,1,10471,0,33.300000000000004,1
2058,0,3,1,2,5,1,0,1,70730,0,33.300000000000004,1
2059,36,3,1,2,5,1,0,1,19418,0,33.300000000000004,1
2060,12,1,1,0,1,2,0,1,56468,0,33.300000000000004,1
2061,84,1,2,0,1,1,0,1,5000,0,33.300000000000004,0
2062,84,1,1,1,1,1,0,1,98082,0,33.300000000000004,0
2063,75,1,1,0,1,1,1,1,5000,0,45.9,1
2064,54,2,1,0,2,1,0,1,10575,0,33.300000000000004,1
2065,84,2,1,0,0,2,1,1,100000,0,33.300000000000004,0
2066,84,2,1,0,2,1,0,1,52789,0,33.300000000000004,0
2067,240,10,1,0,10,0,1,1,446000,0,50.0,0
2068,53,2,1,1,2,2,0,1,79236,0,33.300000000000004,1
2069,6,2,1,2,4,1,0,1,74984,0,33.300000000000004,1
2070,84,2,1,3,5,1,1,1,70666,0,33.300000000000004,0
2071,35,1,1,0,1,1,1,1,25000,0,45.9,1
2072,1,2,1,0,2,1,0,1,29400,0,33.300000000000004,1
2073,78,7,1,0,7,2,0,1,40000,0,33.300000000000004,1
2074,68,1,1,0,1,1,0,1,29103,0,33.300000000000004,1
2075,71,8,1,5,8,1,1,1,20000,0,45.9,1
2076,1,2,1,0,2,1,0,1,159999,0,33.300000000000004,1
2077,61,7,1,0,7,2,0,1,126130,0,33.300000000000004,1
2078,43,4,1,1,4,2,0,1,45380,0,33.300000000000004,1
2079,84,1,2,0,1,1,0,1,29100,0,33.300000000000004,0
2080,84,2,1,3,2,2,0,1,57936,0,33.300000000000004,0
2081,84,2,1,0,2,1,0,1,122460,0,33.300000000000004,0
2082,73,3,1,1,2,1,0,1,35000,0,33.300000000000004,1
2083,84,1,1,0,1,1,0,1,79000,0,33.300000000000004,0
2084,84,3,1,3,1,1,1,1,20000,0,45.9,0
2085,12,5,2,0,5,1,1,1,106151,0,33.300000000000004,0
2086,53,2,1,0,2,1,1,1,35000,0,45.9,1
2087,66,7,1,0,7,1,1,1,50000,0,33.300000000000004,1
2088,11,3,1,0,3,1,0,1,101354,0,33.300000000000004,1
2089,70,2,1,1,3,1,0,1,50000,0,33.300000000000004,1
2090,84,1,1,0,1,1,0,1,51965,0,33.300000000000004,0
2091,70,5,1,1,5,1,0,1,70000,0,33.300000000000004,1
2092,33,2,2,0,2,1,0,1,24750,0,33.300000000000004,1
2093,60,1,1,0,1,1,1,1,37500,0,33.300000000000004,0
2094,84,1,1,4,5,1,0,1,215633,0,33.300000000000004,0
2095,79,4,2,0,0,1,1,1,180000,0,42.9,1
2096,56,2,1,1,2,1,0,1,38455,0,33.300000000000004,1
2097,84,3,1,0,3,1,0,1,123994,0,33.300000000000004,0
2098,66,3,1,2,3,1,1,1,50000,0,33.300000000000004,1
2099,68,2,1,0,2,1,0,1,59000,0,33.300000000000004,1
2100,59,4,1,2,4,2,0,1,54843,0,33.300000000000004,1
2101,65,2,2,0,2,1,1,1,35000,0,33.300000000000004,1
2102,10,1,1,0,1,1,0,1,39803,0,33.300000000000004,1
2103,84,1,1,0,1,1,0,1,42450,0,33.300000000000004,0
2104,3,5,1,2,5,1,0,1,103000,0,33.300000000000004,1
2105,51,5,1,2,5,1,0,1,10498,0,33.300000000000004,1
2106,10,6,1,15,6,1,1,1,100000,0,33.300000000000004,1
2107,40,12,1,1,12,1,0,1,92920,0,33.300000000000004,1
2108,84,1,1,0,0,1,1,1,10000,0,45.9,0
2109,69,8,1,25,8,2,0,1,66532,0,33.300000000000004,1
2110,12,2,1,0,2,1,0,1,171397,0,33.300000000000004,1
2111,84,4,1,1,1,1,1,1,35000,0,45.9,0
2112,84,6,2,2,6,1,0,1,30339,0,33.300000000000004,0
2113,300,14,1,0,0,0,1,1,608000,0,42.9,0
2114,60,1,1,1,2,2,0,1,23824,0,33.300000000000004,1
2115,84,2,2,0,2,2,0,1,68834,0,33.300000000000004,0
2116,84,2,1,1,3,1,0,1,50000,0,33.300000000000004,0
2117,76,1,2,0,1,1,0,1,27944,0,33.300000000000004,1
2118,84,1,1,0,1,1,0,1,53674,0,33.300000000000004,0
2119,36,25,1,10,10,1,0,1,967789,0,33.300000000000004,0
2120,2,2,2,1,2,1,0,1,19677,0,33.300000000000004,1
2121,36,16,1,1,16,1,0,1,127500,0,33.300000000000004,1
2122,72,3,1,5,5,1,0,1,249450,0,33.300000000000004,0
2123,84,1,1,2,1,2,0,1,30903,0,33.300000000000004,0
2124,23,4,2,2,6,1,1,1,25000,0,45.9,1
2125,66,2,1,2,1,1,1,1,20000,0,45.9,1
2126,43,2,2,0,2,1,1,1,20000,0,45.9,1
2127,240,6,1,15,0,0,1,1,220000,0,50.0,0
2128,84,1,1,0,1,1,0,1,37000,0,33.300000000000004,0
2129,38,2,1,0,2,2,0,1,40771,0,33.300000000000004,1
2130,84,2,1,0,2,1,0,1,24000,0,33.300000000000004,0
2131,84,3,1,0,3,1,0,1,183319,0,33.300000000000004,0
2132,17,2,1,0,2,1,0,1,138199,0,33.300000000000004,1
2133,71,1,2,3,0,1,1,1,15000,0,45.9,1
2134,42,4,1,1,4,2,0,1,134688,0,33.300000000000004,1
2135,84,6,1,2,6,2,0,1,85000,0,33.300000000000004,0
2136,84,22,1,0,22,1,0,1,125000,0,33.300000000000004,0
2137,36,43,1,20,43,1,0,1,50056,0,33.300000000000004,0
2138,84,12,1,1,12,1,1,1,60000,0,33.300000000000004,0
2139,40,2,1,0,2,2,0,1,152172,0,33.300000000000004,1
2140,72,12,1,0,12,2,0,1,165589,0,33.300000000000004,0
2141,62,5,1,0,5,1,1,1,35000,0,45.9,1
2142,12,9,1,4,13,1,0,1,500000,0,33.300000000000004,0
2143,84,2,2,1,1,1,1,1,35000,0,45.9,0
2144,38,12,2,10,5,1,1,1,10000,0,45.9,1
2145,84,1,1,1,2,1,0,1,63104,0,33.300000000000004,0
2146,68,2,1,0,2,2,0,1,45843,0,33.300000000000004,1
2147,73,2,1,1,3,1,0,1,26591,0,33.300000000000004,0
2148,63,2,1,2,2,1,1,1,35000,0,45.9,1
2149,3,6,1,2,6,1,0,1,115000,0,33.300000000000004,1
2150,4,6,1,2,6,1,0,1,7189,0,33.300000000000004,1
2151,84,5,1,0,5,1,0,1,17083,0,33.300000000000004,0
2152,84,4,2,0,4,1,0,1,171036,0,33.300000000000004,0
2153,84,2,1,0,2,1,0,1,50000,0,33.300000000000004,0
2154,57,2,1,1,0,1,1,1,5000,0,45.9,1
2155,240,15,1,6,0,0,1,1,184000,0,50.0,0
2156,72,2,1,2,2,1,1,1,25000,0,45.9,1
2157,84,1,1,0,1,1,0,1,100000,0,33.300000000000004,0
2158,9,3,1,0,3,1,0,1,40000,0,33.300000000000004,1
2159,54,1,2,0,1,1,0,1,9500,0,33.300000000000004,1
2160,5,3,1,0,3,1,0,1,37486,0,33.300000000000004,1
2161,45,5,1,2,7,1,0,1,38941,0,33.300000000000004,1
2162,18,2,2,0,2,1,0,1,65000,0,33.300000000000004,1
2163,72,1,1,5,5,1,0,1,30000,0,33.300000000000004,1
2164,84,5,1,6,5,2,0,1,58453,0,33.300000000000004,0
2165,59,1,2,2,2,1,1,1,25000,0,45.9,1
2166,51,3,1,2,5,1,0,1,79270,0,33.300000000000004,1
2167,84,24,1,30,24,1,1,1,709000,0,42.9,0
2168,300,3,2,0,0,0,1,1,229500,0,42.9,0
2169,84,3,1,1,4,1,0,1,47399,0,33.300000000000004,0
2170,74,4,1,0,4,1,0,1,35000,0,33.300000000000004,1
2171,67,5,1,1,5,1,1,1,14900,0,33.300000000000004,1
2172,67,6,1,0,6,1,0,1,107205,0,33.300000000000004,1
2173,60,2,1,4,6,1,0,1,42544,0,33.300000000000004,1
2174,84,2,2,0,2,1,0,1,7500,0,33.300000000000004,0
2175,284,5,1,1,4,1,1,1,649000,0,42.9,1
2176,11,3,1,0,3,1,0,1,190000,0,33.300000000000004,1
2177,17,3,1,1,4,1,0,1,138076,0,33.300000000000004,1
2178,54,6,1,6,6,1,1,1,100000,0,33.300000000000004,1
2179,0,3,1,0,3,1,0,1,43997,0,33.300000000000004,1
2180,39,3,1,0,3,1,0,1,5113,0,33.300000000000004,1
2181,46,2,1,3,5,1,0,1,37058,0,33.300000000000004,1
2182,84,25,1,0,25,1,0,1,49559,0,33.300000000000004,0
2183,50,2,1,0,2,1,0,1,58064,0,33.300000000000004,1
2184,84,6,1,1,7,1,0,1,53005,0,33.300000000000004,0
2185,84,1,1,0,1,1,0,1,29582,0,33.300000000000004,0
2186,51,5,2,0,0,1,1,1,173000,0,33.300000000000004,0
2187,65,1,1,2,1,2,0,1,79557,0,33.300000000000004,1
2188,56,4,1,2,4,1,1,1,50000,0,45.9,1
2189,84,1,1,1,1,2,0,1,83460,0,33.300000000000004,0
2190,72,2,1,0,2,1,1,1,15000,0,33.300000000000004,1
2191,48,2,2,0,2,1,0,1,51394,0,33.300000000000004,1
2192,84,5,1,3,8,1,0,1,89874,0,33.300000000000004,0
2193,83,2,1,0,2,1,0,1,33052,0,33.300000000000004,0
2194,57,2,1,1,3,1,0,1,82856,0,33.300000000000004,1
2195,68,2,1,0,2,1,1,1,10000,0,45.9,1
2196,50,10,1,0,10,1,1,1,100000,0,33.300000000000004,1
2197,31,11,2,11,11,1,0,1,48000,0,33.300000000000004,1
2198,84,1,2,0,1,1,0,1,5200,0,33.300000000000004,0
2199,18,6,1,2,8,1,0,1,56733,0,33.300000000000004,1
2200,240,10,1,3,7,0,1,1,450000,0,50.0,0
2201,25,2,1,0,2,2,0,1,120599,0,33.300000000000004,1
2202,84,13,1,2,15,1,0,1,220000,0,33.300000000000004,0
2203,84,1,1,1,1,2,0,1,43780,0,33.300000000000004,0
2204,84,1,1,1,2,1,1,1,15000,0,45.9,0
2205,71,3,1,1,3,1,1,1,25000,0,45.9,0
2206,24,2,1,2,2,1,0,1,75443,0,33.300000000000004,0
2207,84,1,1,0,1,2,0,1,59616,0,33.300000000000004,0
2208,8,5,1,0,0,1,0,1,25000,0,33.300000000000004,1
2209,37,5,1,0,0,1,0,1,9277,0,33.300000000000004,0
2210,84,3,1,1,3,1,1,1,50000,0,33.300000000000004,0
2211,61,9,1,3,9,1,1,1,75000,0,33.300000000000004,1
2212,9,3,1,0,3,1,0,1,70000,0,33.300000000000004,1
2213,9,3,1,0,3,1,0,1,70000,0,33.300000000000004,1
2214,54,3,1,0,3,1,0,1,8667,0,33.300000000000004,1
2215,84,19,1,0,19,1,0,1,20210,0,33.300000000000004,0
2216,84,7,1,0,7,1,0,1,104149,0,33.300000000000004,0
2217,64,1,1,1,2,1,0,1,40170,0,33.300000000000004,1
2218,84,5,2,3,8,1,1,1,156900,0,42.9,0
2219,19,1,1,0,1,1,0,1,72079,0,33.300000000000004,1
2220,84,1,2,0,0,1,1,1,5000,0,45.9,0
2221,69,2,1,0,2,1,1,1,20000,0,45.9,1
2222,61,2,1,0,2,1,1,1,50000,0,33.300000000000004,1
2223,84,1,1,0,1,1,1,1,35000,0,33.300000000000004,0
2224,84,2,2,2,2,1,1,1,250000,0,42.9,0
2225,41,1,1,0,1,2,0,1,41585,0,33.300000000000004,1
2226,17,3,1,0,3,1,0,1,54441,0,33.300000000000004,1
2227,84,5,1,0,5,1,1,1,50000,0,33.300000000000004,0
2228,48,21,1,0,21,1,1,1,220000,0,42.9,0
2229,48,21,1,0,21,1,1,1,180000,0,42.9,0
2230,69,4,1,1,4,1,0,1,150000,0,33.300000000000004,1
2231,49,13,1,4,14,1,0,1,43060,0,33.300000000000004,1
2232,63,6,1,0,6,2,0,1,82169,0,33.300000000000004,1
2233,59,3,1,1,3,1,1,1,30000,0,33.300000000000004,1
2234,58,3,1,0,3,1,0,1,49238,0,33.300000000000004,1
2235,73,6,2,1,1,1,1,1,20000,0,45.9,1
2236,240,40,1,13,0,0,1,1,432000,0,50.0,0
2237,51,4,1,3,7,1,0,1,104474,0,33.300000000000004,1
2238,19,4,1,0,4,1,0,1,145453,0,33.300000000000004,1
2239,84,5,2,0,5,1,0,1,40500,0,33.300000000000004,0
2240,53,6,1,0,6,1,0,1,41288,0,33.300000000000004,1
2241,79,7,1,450,7,1,1,1,315000,0,42.9,1
2242,83,2,1,0,2,2,0,1,63238,0,33.300000000000004,0
2243,37,6,1,0,6,1,0,1,29098,0,33.300000000000004,1
2244,65,7,1,0,7,2,0,1,50000,0,33.300000000000004,1
2245,120,10,1,0,10,1,1,1,645000,0,42.9,0
2246,84,2,1,0,2,1,0,1,148204,0,33.300000000000004,0
2247,72,4,1,0,4,1,1,1,20000,0,45.9,1
2248,42,9,1,8,17,1,0,1,41366,0,33.300000000000004,1
2249,23,5,1,0,5,1,0,1,50000,0,33.300000000000004,1
2250,61,12,1,3,12,1,1,1,100000,0,33.300000000000004,1
2251,84,2,1,4,6,1,0,1,214891,0,33.300000000000004,0
2252,31,2,1,0,2,1,0,1,141438,0,33.300000000000004,1
2253,41,3,1,0,0,1,1,1,10000,0,45.9,1
2254,58,2,1,2,2,1,1,1,50000,0,33.300000000000004,1
2255,84,9,1,0,9,1,0,1,33043,0,33.300000000000004,0
2256,84,2,1,2,2,1,0,1,169500,0,33.300000000000004,0
2257,84,9,1,0,9,1,0,1,74306,0,33.300000000000004,0
2258,120,23,1,1,23,1,1,1,400000,0,42.9,0
2259,84,5,1,0,5,1,0,1,125000,0,33.300000000000004,0
2260,2,5,1,5,10,1,0,1,63000,0,33.300000000000004,1
2261,12,3,1,0,3,1,0,1,25000,0,33.300000000000004,1
2262,62,3,1,0,3,1,0,1,7457,0,33.300000000000004,1
2263,60,5,1,0,5,1,0,1,38890,0,33.300000000000004,1
2264,60,37,1,2,2,1,0,1,1345000,0,33.300000000000004,0
2265,42,10,1,12,22,1,1,1,10000,0,45.9,1
2266,84,7,2,0,7,1,0,1,30194,0,33.300000000000004,0
2267,56,4,1,0,4,1,0,1,35000,0,33.300000000000004,1
2268,84,10,1,0,10,1,0,1,221112,0,33.300000000000004,0
2269,70,6,1,0,6,1,1,1,70000,0,33.300000000000004,1
2270,39,1,1,0,1,2,0,1,77099,0,33.300000000000004,1
2271,84,1,1,0,1,1,0,1,22107,0,33.300000000000004,0
2272,35,28,1,3,4,1,1,1,10000,0,45.9,1
2273,15,16,1,0,16,2,0,1,81343,0,33.300000000000004,1
2274,69,2,1,0,2,2,0,1,16208,0,33.300000000000004,1
